JQ765415.1.1444;Kosakonia
JQ765423.1.1445;Kosakonia
JQ773444.1.1444;Methyloligella
JQ765414.1.1450;Kosakonia
JQ767129.1.1342;Neoscardovia
JQ765416.1.1423;Pluralibacter
JQ773443.1.1444;Methyloligella
JQ767128.1.1342;Neoscardovia
JQ765425.1.1444;Pluralibacter
JQ767127.1.1342;Neoscardovia
JQ805711.1.1566;Leuconostoc
JQ801727.1.1443;Leuconostoc
JQ805712.1.1567;Leuconostoc
JQ805713.1.1566;Leuconostoc
JQ864388.1.1462;Lelliottia
JQ864389.1.1462;Lelliottia
JQ864378.1.1414;Lelliottia
JQ864377.1.1504;Lelliottia
JQ844476.1.1259;Ponticoccus
JQ945994.1.1399;Leptothrix
JQ946007.1.1210;Leptothrix
JQ946019.1.1204;Leptothrix
JQ946028.1.1399;Leptothrix
JQ963899.1.1384;Cronobacter
JQ963907.1.1346;Cronobacter
JQ904468.1.1512;Leuconostoc
JQ937020.1.1277;Cronobacter
JQ945998.1.1217;Leptothrix
JQ946014.1.1219;Leptothrix
JQ946022.1.1203;Leptothrix
JQ946031.1.1410;Leptothrix
JQ946010.1.1225;Leptothrix
JQ946020.1.1225;Leptothrix
JQ937019.1.1265;Cronobacter
JQ945996.1.1211;Leptothrix
JQ946011.1.1224;Leptothrix
JQ946021.1.1203;Leptothrix
JQ946030.1.1399;Leptothrix
JQ937021.1.1270;Cronobacter
JQ963902.1.1386;Cronobacter
JQ945993.1.1231;Leptothrix
JQ963910.1.1341;Cronobacter
JQ946004.1.1203;Leptothrix
JQ946018.1.1204;Leptothrix
JQ946027.1.1409;Leptothrix
JQ945999.1.1224;Leptothrix
JQ946015.1.1200;Leptothrix
JQ963900.1.1402;Cronobacter
JQ946003.1.1220;Leptothrix
JQ937022.1.1263;Cronobacter
JQ946023.1.1230;Leptothrix
JQ963908.1.1395;Cronobacter
JQ946017.1.1203;Leptothrix
JQ946032.1.1407;Leptothrix
JQ946000.1.1215;Leptothrix
JQ946016.1.1203;Leptothrix
JQ963901.1.1369;Cronobacter
JQ963909.1.1348;Cronobacter
JQ963898.1.1218;Cronobacter
JQ963906.1.1385;Cronobacter
JQ963914.1.1298;Cronobacter
JQ963897.1.1365;Cronobacter
JQ963903.1.1339;Cronobacter
JQ963905.1.1319;Cronobacter
JQ963911.1.1397;Cronobacter
JQ963913.1.1390;Cronobacter
JQ963896.1.1349;Cronobacter
JQ963904.1.1398;Cronobacter
JQ963912.1.1379;Cronobacter
JX035789.1.1437;Cronobacter
JX026033.1.1465;Leuconostoc
JX035792.1.1313;Cronobacter
JX026037.1.1466;Leuconostoc
JX035791.1.1545;Cronobacter
JX035790.1.1461;Cronobacter
JX035788.1.1441;Cronobacter
JX026034.1.1469;Leuconostoc
JX026036.1.1465;Leuconostoc
JX035787.1.1457;Cronobacter
JX041942.1.1475;Leuconostoc
JX026035.1.1464;Leuconostoc
JX035786.1.1461;Cronobacter
JX088114.1.1430;Kosakonia
JX067650.1.1511;Leuconostoc
JX067651.1.1511;Leuconostoc
JX089399.1.1445;Halomicronema C2206
JX067698.1.1440;Leuconostoc
JX067908.1.1440;Cronobacter
JX103560.1.1504;Lelliottia
JX133166.1.1438;Cronobacter
JX152782.1.1444;Albirhodobacter
JX218938.1.1428;Leuconostoc
JX291546.1.1416;Lelliottia
JX307659.1.1440;Cronobacter
JX307667.1.1451;Cronobacter
JX307675.1.1457;Cronobacter
JX307654.1.1442;Cronobacter
JX307662.1.1435;Cronobacter
JX307670.1.1444;Cronobacter
JX307658.1.1441;Cronobacter
JX307661.1.1414;Cronobacter
JX307666.1.1442;Cronobacter
JX307669.1.1442;Cronobacter
JX307674.1.1448;Cronobacter
JX307660.1.1438;Cronobacter
JX307677.1.1443;Cronobacter
JX307668.1.1447;Cronobacter
JX307676.1.1446;Cronobacter
JX307655.1.1426;Cronobacter
JX307663.1.1450;Cronobacter
JX307671.1.1453;Cronobacter
JX307657.1.1441;Cronobacter
JX307665.1.1447;Cronobacter
JX307673.1.1442;Cronobacter
JX307656.1.1442;Cronobacter
JX307664.1.1451;Cronobacter
JX307672.1.1439;Cronobacter
JX423551.1.1488;Leuconostoc
JX394034.1.1462;Leuconostoc
JX402128.1.1470;Leuconostoc
JX402127.1.1470;Leuconostoc
JX426116.1.1486;Leuconostoc
JX490161.1.1488;Leuconostoc
JX490158.1.1471;Leuconostoc
JX490163.1.1304;Leuconostoc
JX501256.1.1445;Leucothrix
JX490162.1.1455;Leuconostoc
JX501728.1.1332;Albirhodobacter
JX500184.1.1425;Cronobacter
JX501727.1.1332;Albirhodobacter
JX567313.1.1492;Pluralibacter
JX536122.1.1465;Leuconostoc
JX675234.1.1536;Kosakonia
JX675236.1.1556;Kosakonia
JX675233.1.1499;Kosakonia
JX680314.1.1442;Lampropedia
JX866704.1.1433;Leuconostoc
JX866703.1.1432;Leuconostoc
JX863369.1.1384;Bombiscardovia
JX880250.1.1472;Kosakonia
JX866705.1.1438;Leuconostoc
JX863368.1.1406;Leuconostoc
JX866706.1.1438;Leuconostoc
JX898026.1.1342;Neoscardovia
JX943850.1.1311;Lelliottia
JX949967.1.1408;Tahibacter
AY234418.1.1386;Acidipila
AY217654.1.1534;Kosakonia
AY234512.1.1292;Acidipila
AY264850.1.1310;Leuconostoc
AY291121.1.1467;Lampropedia
AY291120.1.1477;Lampropedia
AY291119.1.1506;Lampropedia
AY345401.1.1492;Kosakonia
AY372051.1.1477;Anaerospora
AY372050.1.1517;Anaerospora
AY395007.1.1466;Pluralibacter
AY372052.1.1562;Anaerospora
AY386339.1.1443;Luminiphilus
AY386336.1.1352;Luminiphilus
AY395008.1.1477;Pluralibacter
AY456086.1.1537;Leuconostoc
AY574991.1.1453;Catabacter
AY563134.1.1479;Kosakonia
AY583995.1.1421;Beggiatoa
AY583996.1.1416;Beggiatoa
AY675244.1.1542;Leuconostoc
AY683044.1.1344;Kosakonia
AY689046.1.1484;Lelliottia
AY675249.1.1543;Leuconostoc
AY752937.1.1480;Cronobacter
AY752938.1.1451;Cronobacter
AY752941.1.1415;Cronobacter
AY752940.1.1408;Cronobacter
AY752942.1.1429;Cronobacter
AY753172.1.1508;Kosakonia
AY753173.1.1508;Kosakonia
AY752939.1.1451;Cronobacter
AY752936.1.1451;Cronobacter
AY752943.1.1451;Cronobacter
AY803192.1.1540;Cronobacter
AY803186.1.1540;Cronobacter
AY803187.1.1539;Cronobacter
AY803189.1.1535;Cronobacter
AY803191.1.1542;Cronobacter
AY803190.1.1540;Cronobacter
AY829009.1.1463;Methylothermus
AY864077.1.1399;Kosakonia
AY837751.1.1502;Kosakonia
AY929289.1.1458;Leuconostoc
AY929287.1.1473;Leuconostoc
AY929286.1.1474;Leuconostoc
AY929285.1.1464;Leuconostoc
AY929288.1.1449;Leuconostoc
CP000108.102595.104095;Chlorobium
CP000096.107760.109122;Chlorobium
CP000096.116732.118095;Chlorobium
U70696.1.1525;Luminiphilus
CP000414.148404.149952;Leuconostoc
CP000414.22669.24217;Leuconostoc
CP000414.1680605.1682153;Leuconostoc
CP000414.1806127.1807675;Leuconostoc
CP000492.2898750.2900243;Chlorobium
CP000492.3050885.3052378;Chlorobium
CP000574.1663295.1664846;Leuconostoc
CP000574.22670.24218;Leuconostoc
FJ745205.1.1368;Luminiphilus
CP000653.4027490.4029021;Lelliottia
CP000607.191782.193275;Chlorobium
CP000574.145106.146654;Leuconostoc
CP000574.1536011.1537559;Leuconostoc
FJ744994.1.1371;Luminiphilus
CP000653.250889.252420;Lelliottia
CP000653.4364126.4365657;Lelliottia
FJ745200.1.1368;Luminiphilus
CP000653.4469720.4471251;Lelliottia
FJ744938.1.1367;Luminiphilus
CP000653.4273053.4274584;Lelliottia
CP000653.838240.839771;Lelliottia
CP000653.3346257.3347788;Lelliottia
FJ769459.1.1466;Thiothrix
FJ801227.1.1495;Leptothrix
FJ797392.1.1368;Chlorobium
CP001013.1101163.1102682;Leptothrix
FJ849595.1.1462;Lelliottia
FJ849610.1.1462;Lelliottia
CP001013.324492.326011;Leptothrix
FJ849148.1.1451;Leptothrix
FJ849351.1.1453;Leptothrix
CP001097.158563.160056;Chlorobium
CP001110.115163.116657;Chlorobium
CP001110.1184721.1186215;Chlorobium
CP001097.112995.114488;Chlorobium
CP001101.121460.122954;Chlorobium
FJ889309.1.1504;Gaiella
CP001101.149109.150603;Chlorobium
CP001110.104060.105554;Chlorobium
FJ889308.1.1501;Gaiella
FJ902349.1.1248;Chlorobium
FJ957598.1.1513;Leuconostoc
FJ975805.1.1359;Leuconostoc
FR871664.1.1422;Cronobacter
GQ246671.1.1470;Leuconostoc
EF025326.1.1465;Kosakonia
GQ272607.1.1421;Leuconostoc
EF059829.1.1486;Cronobacter
EF059846.1.1497;Cronobacter
EF059850.1.1496;Cronobacter
EF059854.1.1423;Cronobacter
GQ246734.1.1455;Leuconostoc
EF059870.1.1421;Cronobacter
EF059875.1.1425;Cronobacter
EF059887.1.1423;Cronobacter
EF059892.1.1361;Cronobacter
GQ292555.1.1453;Thermogladius
EF059820.1.1487;Cronobacter
EF059839.1.1380;Cronobacter
EF059863.1.1423;Cronobacter
EF059866.1.1422;Cronobacter
EF059881.1.1417;Cronobacter
GQ205104.1.1344;Kosakonia
EF088352.1.1493;Cronobacter
EF088360.1.1493;Cronobacter
EF088371.1.1479;Cronobacter
EF059828.1.1470;Cronobacter
EF059831.1.1487;Cronobacter
EF059853.1.1464;Cronobacter
EF059857.1.1416;Cronobacter
GQ152413.1.1379;Leuconostoc
EF059864.1.1423;Cronobacter
EF059868.1.1420;Cronobacter
GQ351323.1.1459;Leuconostoc
EF059878.1.1423;Cronobacter
EF088348.1.1494;Cronobacter
EF088356.1.1479;Cronobacter
EF088364.1.1489;Cronobacter
EF088372.1.1494;Cronobacter
EF088379.1.1493;Cronobacter
GQ253514.1.1474;Leuconostoc
EF088346.1.1493;Cronobacter
EF088354.1.1493;Cronobacter
EF102826.1.1445;Kosakonia
EF025329.1.1507;Kosakonia
GQ351321.1.1460;Leuconostoc
GQ253515.1.1455;Leuconostoc
GQ246669.1.1459;Leuconostoc
EF059823.1.1472;Cronobacter
EF059841.1.1417;Cronobacter
EF059845.1.1425;Cronobacter
EF059849.1.1422;Cronobacter
EF059861.1.1423;Cronobacter
EF059873.1.1418;Cronobacter
EF111247.1.1284;Lelliottia
EF059821.1.1421;Cronobacter
EF059847.1.1422;Cronobacter
EF059860.1.1423;Cronobacter
EF059867.1.1489;Cronobacter
EF059883.1.1422;Cronobacter
EF059889.1.1418;Kosakonia
CP001758.1126419.1127976;Leuconostoc
GQ282618.1.1471;Halorussus
EF088351.1.1429;Cronobacter
EF088358.1.1427;Cronobacter
GQ280807.1.1459;Leuconostoc
EF088363.1.1474;Cronobacter
EF088368.1.1425;Cronobacter
FM165218.1.1405;Thiothrix
FM165225.1.1428;Thiothrix
EF059822.1.1461;Cronobacter
EF059825.1.1472;Cronobacter
EF059837.1.1423;Cronobacter
EF059840.1.1423;Cronobacter
EF059844.1.1415;Cronobacter
EF059848.1.1425;Cronobacter
EF059852.1.1419;Cronobacter
EF059856.1.1506;Cronobacter
EF059872.1.1507;Cronobacter
EF059877.1.1425;Cronobacter
EF059884.1.1419;Pluralibacter
EF059819.1.1487;Cronobacter
EF059826.1.1423;Cronobacter
EF059838.1.1380;Cronobacter
EF059862.1.1423;Cronobacter
EF059869.1.1421;Kosakonia
EF059874.1.1418;Cronobacter
EF059879.1.1421;Cronobacter
EF059891.1.1423;Cronobacter
EF059824.1.1419;Cronobacter
EF088349.1.1492;Cronobacter
EF059827.1.1486;Cronobacter
EF088353.1.1442;Cronobacter
EF088357.1.1493;Cronobacter
EF088366.1.1475;Cronobacter
EF059843.1.1424;Cronobacter
EF059851.1.1418;Cronobacter
EF059855.1.1423;Cronobacter
EF059871.1.1421;Cronobacter
EF059876.1.1420;Cronobacter
EF059882.1.1422;Cronobacter
FM174322.1.1401;Thiothrix
EF149015.1.1414;Chlorobium
EF153291.1.1364;Chlorobium
FM165203.1.1411;Thiothrix
FM165206.1.1430;Thiothrix
FM165211.1.1405;Thiothrix
FM165219.1.1402;Thiothrix
FM165226.1.1406;Thiothrix
EF068254.1.1543;Leuconostoc
CP001758.1257597.1259154;Leuconostoc
EF088324.1.1316;Thermogladius
EF088362.1.1500;Cronobacter
EF088355.1.1493;Cronobacter
EF088359.1.1477;Cronobacter
EF088370.1.1478;Cronobacter
FM165209.1.1421;Thiothrix
FM165215.1.1404;Thiothrix
FM165231.1.1391;Thiothrix
EF111245.1.1268;Lelliottia
GQ351322.1.1460;Leuconostoc
EF088361.1.1506;Cronobacter
EF088365.1.1478;Cronobacter
EF088373.1.1461;Cronobacter
EF102824.1.1455;Kosakonia
FM174361.1.1452;Thiothrix
CP001758.925273.926830;Leuconostoc
GQ487716.1.1403;Leuconostoc
CP001758.575337.576894;Leuconostoc
FM165216.1.1411;Thiothrix
FM165223.1.1404;Thiothrix
EF121354.1.1409;Leuconostoc
GQ487714.1.1411;Leuconostoc
GQ392137.1.1495;Leuconostoc
FM165213.1.1406;Thiothrix
FM165221.1.1404;Thiothrix
EF120473.1.1411;Kosakonia
FM174321.1.1425;Thiothrix
FM174326.1.1418;Thiothrix
FM165204.1.1410;Thiothrix
FM165208.1.1445;Thiothrix
FM165214.1.1404;Thiothrix
FM165222.1.1407;Thiothrix
FM165230.1.1430;Thiothrix
FM165205.1.1426;Thiothrix
FM165210.1.1404;Thiothrix
FM165217.1.1399;Thiothrix
FM165224.1.1397;Thiothrix
FM178517.1.1396;Anaerospora
FM178821.1.1399;Anaerospora
FM165207.1.1423;Thiothrix
FM165212.1.1401;Thiothrix
FM165220.1.1409;Thiothrix
FM165227.1.1413;Thiothrix
GQ884173.1.1469;Kosakonia
GQ504715.1.1458;Cronobacter
GQ476981.1.1440;Leuconostoc
GQ487715.1.1400;Leuconostoc
EF221781.1.1304;Leuconostoc
EF211829.1.1357;Ponticoccus
EF488759.1.1481;Kosakonia
EF493039.1.1394;Nguyenibacter
EF488760.1.1481;Kosakonia
FM213018.1.1526;Tahibacter
FM213039.1.1499;Thiothrix
FM213077.1.1512;Tahibacter
GU122168.1.1507;Cronobacter
GU122177.1.1506;Cronobacter
GU122181.1.1506;Cronobacter
GU122186.1.1507;Cronobacter
GU122190.1.1507;Cronobacter
GU122194.1.1507;Cronobacter
GU122198.1.1507;Cronobacter
GU122208.1.1507;Cronobacter
GU122214.1.1508;Cronobacter
GU122219.1.1507;Cronobacter
GQ915092.1.1333;Leuconostoc
GQ915096.1.1406;Leuconostoc
GU122169.1.1507;Cronobacter
GU122173.1.1507;Cronobacter
GU122204.1.1507;Cronobacter
GU122209.1.1507;Cronobacter
GU122215.1.1506;Cronobacter
GU122220.1.1507;Cronobacter
GU122227.1.1507;Cronobacter
FM213003.1.1476;Tahibacter
GU122171.1.1507;Cronobacter
GU122175.1.1510;Cronobacter
GU122184.1.1508;Cronobacter
GU122201.1.1507;Cronobacter
GU122224.1.1507;Cronobacter
EF512131.1.1353;Ponticoccus
FM213049.1.1510;Tahibacter
FM213061.1.1521;Tahibacter
EF488758.1.1481;Kosakonia
FM213015.1.1500;Tahibacter
GU138553.1.1469;Leuconostoc
FM213062.1.1526;Tahibacter
GU138511.1.1464;Leuconostoc
FM213023.1.1499;Tahibacter
FM213074.1.1519;Tahibacter
EF579728.1.1466;Leuconostoc
GU138585.1.1473;Leuconostoc
GU122170.1.1507;Cronobacter
GU138521.1.1469;Leuconostoc
GU138548.1.1470;Leuconostoc
GU122174.1.1507;Cronobacter
GU122167.1.1507;Cronobacter
GU122172.1.1507;Cronobacter
GU122222.1.1507;Cronobacter
GU122176.1.1508;Cronobacter
GU122229.1.1506;Cronobacter
GU122180.1.1506;Cronobacter
GU122185.1.1507;Cronobacter
GU122189.1.1507;Cronobacter
GU122193.1.1507;Cronobacter
GU122197.1.1507;Cronobacter
GU122202.1.1507;Cronobacter
GU122207.1.1507;Cronobacter
GU122212.1.1507;Cronobacter
GU122218.1.1507;Cronobacter
GU122225.1.1507;Cronobacter
GU113084.1.1445;Kosakonia
EF614997.1.1436;Cronobacter
GU122166.1.1507;Cronobacter
GU122179.1.1506;Cronobacter
GU122183.1.1507;Cronobacter
GU122188.1.1507;Cronobacter
GU122192.1.1507;Cronobacter
GU122196.1.1507;Cronobacter
GU122200.1.1507;Cronobacter
GU122206.1.1507;Cronobacter
GU122211.1.1508;Cronobacter
GU122217.1.1507;Cronobacter
GU122223.1.1507;Cronobacter
GU122203.1.1507;Cronobacter
GU122213.1.1508;Cronobacter
GU122226.1.1507;Cronobacter
GU122178.1.1506;Cronobacter
GU122182.1.1506;Cronobacter
GU122187.1.1507;Cronobacter
GU122191.1.1506;Cronobacter
GU122195.1.1507;Cronobacter
GU122199.1.1507;Cronobacter
GU122205.1.1507;Cronobacter
GU122210.1.1507;Cronobacter
GU122216.1.1507;Cronobacter
GU122221.1.1507;Cronobacter
GU122228.1.1507;Cronobacter
GU125559.1.1465;Leuconostoc
EF579729.1.1466;Leuconostoc
GU138514.1.1469;Leuconostoc
GU138557.1.1473;Leuconostoc
GU138569.1.1468;Leuconostoc
EF554365.1.1468;Antarcticimonas
EF579730.1.1466;Leuconostoc
EF579646.1.1342;Kosakonia
GU130195.1.1473;Leuconostoc
GU138510.1.1472;Leuconostoc
GU138536.1.1469;Leuconostoc
GU138555.1.1464;Leuconostoc
GU138560.1.1472;Leuconostoc
GU138566.1.1466;Leuconostoc
GU138512.1.1462;Leuconostoc
GU138538.1.1443;Leuconostoc
GU138559.1.1459;Leuconostoc
GU227657.1.1473;Cronobacter
GU138593.1.1473;Leuconostoc
GU227678.1.1461;Cronobacter
GU227682.1.1468;Cronobacter
GU227686.1.1452;Cronobacter
GU227690.1.1353;Cronobacter
GU227660.1.1408;Cronobacter
GU227663.1.1414;Cronobacter
GU227668.1.1461;Cronobacter
GU227675.1.1467;Cronobacter
GU227695.1.1468;Cronobacter
GU216257.1.1482;Leuconostoc
EF654662.1.1361;Chlorobium
GU227661.1.1466;Cronobacter
