JQ773444.1.1444;Methyloligella;Methyloligella solikamskensis
JQ767129.1.1342;Neoscardovia;Neoscardovia arbecensis
JQ773443.1.1444;Methyloligella;Methyloligella halotolerans
JQ767128.1.1342;Neoscardovia;Neoscardovia arbecensis
JQ767127.1.1342;Neoscardovia;Neoscardovia arbecensis
JQ824036.1.1477;Streptomyces;Streptomyces pratensis
JQ824044.1.1477;Streptomyces;Streptomyces pratensis
JQ806213.1.1361;Streptomyces;Streptomyces pratensis
JQ804840.1.1404;Aeromonas;Aeromonas dhakensis
JQ806212.1.1370;Streptomyces;Streptomyces pratensis
JQ806214.1.1374;Streptomyces;Streptomyces pratensis
JQ806215.1.1370;Streptomyces;Streptomyces pratensis
JQ806217.1.1378;Streptomyces;Streptomyces pratensis
JQ819252.1.1443;Pseudonocardia;Pseudonocardia nantongensis
JQ819260.1.1445;Saccharopolyspora;Saccharopolyspora dendranthemae
JQ824039.1.1477;Streptomyces;Streptomyces pratensis
JQ824047.1.1477;Streptomyces;Streptomyces pratensis
JQ819253.1.1444;Amycolatopsis;Amycolatopsis jiangsuensis
JQ806216.1.1367;Streptomyces;Streptomyces pratensis
JQ824037.1.1477;Streptomyces;Streptomyces pratensis
JQ824045.1.1477;Streptomyces;Streptomyces pratensis
JQ824038.1.1477;Streptomyces;Streptomyces pratensis
JQ824046.1.1477;Streptomyces;Streptomyces pratensis
JQ824035.1.1478;Streptomyces;Streptomyces pratensis
JQ824043.1.1477;Streptomyces;Streptomyces pratensis
JQ824040.1.1477;Streptomyces;Streptomyces pratensis
JQ824048.1.1477;Streptomyces;Streptomyces pratensis
JQ824034.1.1477;Streptomyces;Streptomyces pratensis
JQ824042.1.1477;Streptomyces;Streptomyces pratensis
JQ824033.1.1477;Streptomyces;Streptomyces pratensis
JQ824041.1.1477;Streptomyces;Streptomyces pratensis
JQ963899.1.1384;Cronobacter;Cronobacter sakazakii
JQ963907.1.1346;Cronobacter;Cronobacter sakazakii
JQ937020.1.1277;Cronobacter;Cronobacter sakazakii
JQ937019.1.1265;Cronobacter;Cronobacter sakazakii
JQ937021.1.1270;Cronobacter;Cronobacter sakazakii
JQ963902.1.1386;Cronobacter;Cronobacter sakazakii
JQ963910.1.1341;Cronobacter;Cronobacter turicensis
JQ963900.1.1402;Cronobacter;Cronobacter sakazakii
JQ937022.1.1263;Cronobacter;Cronobacter sakazakii
JQ963908.1.1395;Cronobacter;Cronobacter sakazakii
JQ963901.1.1369;Cronobacter;Cronobacter sakazakii
JQ963909.1.1348;Cronobacter;Cronobacter sakazakii
JQ963898.1.1218;Cronobacter;Cronobacter sakazakii
JQ963906.1.1385;Cronobacter;Cronobacter sakazakii
JQ963914.1.1298;Cronobacter;Cronobacter sakazakii
JQ963897.1.1365;Cronobacter;Cronobacter sakazakii
JQ963903.1.1339;Cronobacter;Cronobacter sakazakii
JQ963905.1.1319;Cronobacter;Cronobacter sakazakii
JQ963911.1.1397;Cronobacter;Cronobacter sakazakii
JQ963913.1.1390;Cronobacter;Cronobacter sakazakii
JQ963896.1.1349;Cronobacter;Cronobacter turicensis
JQ963912.1.1379;Cronobacter;Cronobacter sakazakii
JX028775.1.1293;Ensifer;Ensifer psoraleae
JX028783.1.1293;Ensifer;Ensifer sesbaniae
JX035789.1.1437;Cronobacter;Cronobacter sakazakii
JX007964.1.1417;Salinispora;Salinispora pacifica
JX028778.1.1293;Ensifer;Ensifer psoraleae
JX035792.1.1313;Cronobacter;Cronobacter sakazakii
JX028777.1.1293;Ensifer;Ensifer psoraleae
JX028776.1.1293;Ensifer;Ensifer psoraleae
JX028785.1.1294;Ensifer;Ensifer sesbaniae
JX028784.1.1292;Ensifer;Ensifer sesbaniae
JX035790.1.1461;Cronobacter;Cronobacter sakazakii
JX028774.1.1293;Ensifer;Ensifer psoraleae
JX028782.1.1293;Ensifer;Ensifer sesbaniae
JX035788.1.1441;Cronobacter;Cronobacter sakazakii
JX028773.1.1284;Ensifer;Ensifer psoraleae
JX028779.1.1293;Ensifer;Ensifer sesbaniae
JX028781.1.1293;Ensifer;Ensifer sesbaniae
JX035787.1.1457;Cronobacter;Cronobacter sakazakii
JX007978.1.1413;Salinispora;Salinispora pacifica
JX028780.1.1293;Ensifer;Ensifer sesbaniae
JX035786.1.1461;Cronobacter;Cronobacter sakazakii
JX088114.1.1430;Kosakonia;Kosakonia oryzae
JX133166.1.1438;Cronobacter;Cronobacter sakazakii
JX291241.1.1436;Halomonas;Halomonas stevensii
JX307659.1.1440;Cronobacter;Cronobacter muytjensii
JX307667.1.1451;Cronobacter;Cronobacter sakazakii
JX307675.1.1457;Cronobacter;Cronobacter sakazakii
JX307654.1.1442;Cronobacter;Cronobacter sakazakii
JX307670.1.1444;Cronobacter;Cronobacter sakazakii
JX307658.1.1441;Cronobacter;Cronobacter sakazakii
JX307661.1.1414;Cronobacter;Cronobacter sakazakii
JX307666.1.1442;Cronobacter;Cronobacter sakazakii
JX307669.1.1442;Cronobacter;Cronobacter sakazakii
JX307674.1.1448;Cronobacter;Cronobacter sakazakii
JX307660.1.1438;Cronobacter;Cronobacter sakazakii
JX307677.1.1443;Cronobacter;Cronobacter sakazakii
JX307668.1.1447;Cronobacter;Cronobacter sakazakii
JX307676.1.1446;Cronobacter;Cronobacter sakazakii
JX307655.1.1426;Cronobacter;Cronobacter dublinensis subsp. dublinensis
JX307663.1.1450;Cronobacter;Cronobacter sakazakii
JX307671.1.1453;Cronobacter;Cronobacter sakazakii
JX308270.1.1468;Aeromonas;Aeromonas dhakensis
JX307665.1.1447;Cronobacter;Cronobacter sakazakii
JX307673.1.1442;Cronobacter;Cronobacter sakazakii
JX307656.1.1442;Cronobacter;Cronobacter dublinensis subsp. dublinensis
JX307672.1.1439;Cronobacter;Cronobacter sakazakii
JX390621.1.1265;Buttiauxella;Lelliottia amnigena
JX435821.1.1560;Virgibacillus;Virgibacillus natechei
JX484798.1.1423;Streptacidiphilus;Streptacidiphilus durhamensis
JX501707.1.1483;Aeromonas;Aeromonas dhakensis
JX500184.1.1425;Cronobacter;Cronobacter dublinensis subsp. dublinensis
JX567313.1.1492;Pluralibacter;Pluralibacter gergoviae
JX669135.1.1425;Haloferax;Haloferax chudinovii
JX849664.1.1463;Streptacidiphilus;Streptacidiphilus durhamensis
JX849663.1.1423;Streptacidiphilus;Streptacidiphilus durhamensis
JX860617.1.1447;Buttiauxella;Lelliottia amnigena
AY251390.1.1396;Alkanindiges;Alkanindiges hongkongensis
AY251391.1.1396;Alkanindiges;Alkanindiges hongkongensis
AY305320.1.1455;Anaerostipes;Anaerostipes hadrus
AY305319.1.1455;Anaerostipes;Anaerostipes hadrus
AY353699.1.1510;Mycobacterium;Mycobacterium sherrisii
AY372051.1.1477;Anaerospora;Anaerospora hongkongensis
AY352282.1.1433;Brachyspira;Brachyspira suanatina
AY352290.1.1433;Brachyspira;Brachyspira suanatina
AY372050.1.1517;Anaerospora;Anaerospora hongkongensis
AY372052.1.1562;Anaerospora;Anaerospora hongkongensis
AY554009.1.1498;Photobacterium;Photobacterium lipolyticum
AY563034.1.1422;Sphingopyxis;Sphingopyxis granuli
AY563134.1.1479;Kosakonia;Kosakonia radicincitans
AY571338.1.1544;Sedimentibacter;Sedimentibacter hongkongensis
AY752937.1.1480;Cronobacter;Cronobacter sakazakii
AY752938.1.1451;Cronobacter;Cronobacter sakazakii
AY752941.1.1415;Cronobacter;Cronobacter sakazakii
AY752940.1.1408;Cronobacter;Cronobacter sakazakii
AY752942.1.1429;Cronobacter;Cronobacter sakazakii
AY752939.1.1451;Cronobacter;Cronobacter sakazakii
AY752936.1.1451;Cronobacter;Cronobacter sakazakii
AY752943.1.1451;Cronobacter;Cronobacter sakazakii
AY756181.1.1458;Helicobacter;Helicobacter heilmannii
AY803192.1.1540;Cronobacter;Cronobacter sakazakii
AY772089.1.1442;Methylophilus;Methylophilus quaylei
AY803186.1.1540;Cronobacter;Cronobacter sakazakii
AY803187.1.1539;Cronobacter;Cronobacter sakazakii
AY803189.1.1535;Cronobacter;Cronobacter sakazakii
AY803191.1.1542;Cronobacter;Cronobacter sakazakii
AY803190.1.1540;Cronobacter;Cronobacter sakazakii
AY829009.1.1463;Methylothermus;Methylothermus thermalis
AY999894.1.1401;Streptomyces;Streptomyces pratensis
CP000477.845527.846999;Methanosaeta;Methanosaeta thermophila PT
CP000477.1617193.1618665;Methanosaeta;Methanosaeta thermophila PT
CP000743.1230173.1231639;Methanococcus;Methanococcus aeolicus Nankai-3
CP000743.1194635.1196101;Methanococcus;Methanococcus aeolicus Nankai-3
EF059829.1.1486;Cronobacter;Cronobacter sakazakii
EF059846.1.1497;Cronobacter;Cronobacter sakazakii
EF059850.1.1496;Cronobacter;Cronobacter sakazakii
EF059854.1.1423;Cronobacter;Cronobacter turicensis
EF059870.1.1421;Cronobacter;Cronobacter sakazakii
EF059875.1.1425;Cronobacter;Cronobacter muytjensii
EF059887.1.1423;Cronobacter;Cronobacter muytjensii
EF059892.1.1361;Cronobacter;Cronobacter dublinensis subsp. dublinensis LMG 23823
EF059820.1.1487;Cronobacter;Cronobacter sakazakii
EF059839.1.1380;Cronobacter;Cronobacter dublinensis subsp. dublinensis
EF059863.1.1423;Cronobacter;Cronobacter turicensis
EF059866.1.1422;Cronobacter;Cronobacter sakazakii
EF088352.1.1493;Cronobacter;Cronobacter sakazakii
EF088360.1.1493;Cronobacter;Cronobacter sakazakii
EF088371.1.1479;Cronobacter;Cronobacter sakazakii
EF059828.1.1470;Cronobacter;Cronobacter sakazakii
EF059831.1.1487;Cronobacter;Cronobacter sakazakii
EF059853.1.1464;Cronobacter;Cronobacter sakazakii
EF059857.1.1416;Cronobacter;Cronobacter sakazakii
EF059864.1.1423;Cronobacter;Cronobacter turicensis
EF059868.1.1420;Cronobacter;Cronobacter sakazakii
EF059878.1.1423;Cronobacter;Cronobacter dublinensis subsp. dublinensis
EF088348.1.1494;Cronobacter;Cronobacter sakazakii
EF088356.1.1479;Cronobacter;Cronobacter sakazakii
EF088364.1.1489;Cronobacter;Cronobacter sakazakii
EF088372.1.1494;Cronobacter;Cronobacter sakazakii
EF088379.1.1493;Cronobacter;Cronobacter sakazakii
EF088346.1.1493;Cronobacter;Cronobacter sakazakii
EF088354.1.1493;Cronobacter;Cronobacter sakazakii
EF059823.1.1472;Cronobacter;Cronobacter sakazakii
EF059841.1.1417;Cronobacter;Cronobacter dublinensis subsp. lausannensis LMG 23824
EF059845.1.1425;Cronobacter;Cronobacter muytjensii ATCC 51329
EF059849.1.1422;Cronobacter;Cronobacter muytjensii
EF059861.1.1423;Cronobacter;Cronobacter turicensis
EF059873.1.1418;Cronobacter;Cronobacter sakazakii
EF059821.1.1421;Cronobacter;Cronobacter sakazakii
EF059847.1.1422;Cronobacter;Cronobacter sakazakii
EF059860.1.1423;Cronobacter;Cronobacter turicensis
EF059867.1.1489;Cronobacter;Cronobacter sakazakii
EF059883.1.1422;Cronobacter;Cronobacter sakazakii
EF088351.1.1429;Cronobacter;Cronobacter sakazakii
EF088358.1.1427;Cronobacter;Cronobacter sakazakii
EF088363.1.1474;Cronobacter;Cronobacter sakazakii
EF088368.1.1425;Cronobacter;Cronobacter sakazakii
EF059822.1.1461;Cronobacter;Cronobacter sakazakii
EF059825.1.1472;Cronobacter;Cronobacter sakazakii
EF059837.1.1423;Cronobacter;Cronobacter muytjensii
EF059840.1.1423;Cronobacter;Cronobacter muytjensii
EF059844.1.1415;Cronobacter;Cronobacter sakazakii
EF059848.1.1425;Cronobacter;Cronobacter turicensis
EF059852.1.1419;Cronobacter;Cronobacter sakazakii
EF059856.1.1506;Cronobacter;Cronobacter sakazakii
EF059872.1.1507;Cronobacter;Cronobacter muytjensii
EF059884.1.1419;Pluralibacter;Pluralibacter pyrinus
EF059819.1.1487;Cronobacter;Cronobacter sakazakii
EF059826.1.1423;Cronobacter;Cronobacter sakazakii
EF059838.1.1380;Cronobacter;Cronobacter dublinensis subsp. lactaridi LMG 23825
EF059862.1.1423;Cronobacter;Cronobacter turicensis
EF059874.1.1418;Cronobacter;Cronobacter dublinensis subsp. dublinensis
EF059879.1.1421;Cronobacter;Cronobacter dublinensis subsp. dublinensis
EF059891.1.1423;Cronobacter;Cronobacter turicensis z3032
EF059824.1.1419;Cronobacter;Cronobacter sakazakii
EF088349.1.1492;Cronobacter;Cronobacter sakazakii
EF059827.1.1486;Cronobacter;Cronobacter sakazakii
EF088353.1.1442;Cronobacter;Cronobacter sakazakii
EF059830.1.1420;Enterobacter;Cronobacter sakazakii
EF088357.1.1493;Cronobacter;Cronobacter sakazakii
EF088366.1.1475;Cronobacter;Cronobacter sakazakii
EF059843.1.1424;Cronobacter;Cronobacter sakazakii
EF059851.1.1418;Cronobacter;Cronobacter sakazakii
EF059855.1.1423;Cronobacter;Cronobacter turicensis
EF059871.1.1421;Cronobacter;Cronobacter sakazakii
EF059876.1.1420;Cronobacter;Cronobacter sakazakii
EF059882.1.1422;Cronobacter;Cronobacter sakazakii
EF088362.1.1500;Cronobacter;Cronobacter sakazakii
EF088355.1.1493;Cronobacter;Cronobacter sakazakii
EF088359.1.1477;Cronobacter;Cronobacter sakazakii
EF088370.1.1478;Cronobacter;Cronobacter sakazakii
EF088361.1.1506;Cronobacter;Cronobacter sakazakii
EF088365.1.1478;Cronobacter;Cronobacter sakazakii
EF088373.1.1461;Cronobacter;Cronobacter sakazakii
EF426859.1.1434;Enterobacter;Lelliottia amnigena
GQ504715.1.1458;Cronobacter;Cronobacter sakazakii
EF488759.1.1481;Kosakonia;Kosakonia oryzae
EF474091.1.1265;Klebsiella;Lelliottia amnigena
EF488760.1.1481;Kosakonia;Kosakonia oryzae
GU122168.1.1507;Cronobacter;Cronobacter sakazakii
GU122177.1.1506;Cronobacter;Cronobacter sakazakii
GU122181.1.1506;Cronobacter;Cronobacter sakazakii
