JQ864375.1.1522;Diplosphaera
JX005903.1.1492;Verticia
JX005902.1.1453;Verticia
JX067670.1.1492;Verticia
JX067692.1.1492;Verticia
JX501254.1.1433;Verticia
AY227004.1.1440;Actimicrobium
AY388649.1.1360;Chthoniobacter
AY587232.1.1454;Diplosphaera
AY587231.1.1491;Diplosphaera
AY587233.1.1455;Diplosphaera
AY587234.1.1454;Diplosphaera
AY844969.1.1369;Epulopiscium
AY844970.1.1369;Epulopiscium
AY844977.1.1433;Epulopiscium
AY844978.1.1433;Epulopiscium
AY844985.1.1433;Epulopiscium
AY844986.1.1433;Epulopiscium
AY851292.1.1469;Algorimarina
AY844964.1.1368;Epulopiscium
AY844972.1.1369;Epulopiscium
AY844980.1.1433;Epulopiscium
AY844988.1.1432;Epulopiscium
AY844965.1.1369;Epulopiscium
AY844973.1.1370;Epulopiscium
AY844981.1.1433;Epulopiscium
AY844989.1.1433;Epulopiscium
AY844966.1.1369;Epulopiscium
AY844968.1.1369;Epulopiscium
AY844974.1.1369;Epulopiscium
AY844976.1.1433;Epulopiscium
AY844982.1.1433;Epulopiscium
AY844984.1.1433;Epulopiscium
AY844990.1.1434;Epulopiscium
AY844967.1.1369;Epulopiscium
AY844975.1.1434;Epulopiscium
AY844983.1.1434;Epulopiscium
AY844991.1.1433;Epulopiscium
AY844971.1.1370;Epulopiscium
AY844979.1.1433;Epulopiscium
AY844987.1.1433;Epulopiscium
AY960765.1.1371;Chthoniobacter
AY960766.1.1351;Chthoniobacter
AY960774.1.1362;Chthoniobacter
AY960770.1.1448;Chthoniobacter
AY960771.1.1480;Chthoniobacter
AY960769.1.1467;Chthoniobacter
AY960764.1.1349;Chthoniobacter
AY960776.1.1361;Chthoniobacter
AY960772.1.1480;Chthoniobacter
FJ822652.1.1381;Chthoniobacter
FJ822630.1.1383;Chthoniobacter
FJ822655.1.1380;Chthoniobacter
FJ822636.1.1392;Chthoniobacter
FJ822625.1.1383;Chthoniobacter
FJ822653.1.1381;Chthoniobacter
FJ822620.1.1381;Chthoniobacter
FJ822627.1.1384;Chthoniobacter
FJ822635.1.1384;Chthoniobacter
FJ822643.1.1381;Chthoniobacter
FJ822651.1.1379;Chthoniobacter
FJ822616.1.1381;Chthoniobacter
FJ822631.1.1384;Chthoniobacter
FJ849642.1.1453;Verticia
FJ872373.13200.14750;Chthoniobacter
FJ849534.1.1453;Verticia
FJ849597.1.1459;Verticia
FJ849553.1.1453;Verticia
FJ849600.1.1459;Verticia
FJ872375.29511.31045;Chthoniobacter
FJ872372.7348.8893;Chthoniobacter
FJ891048.1.1370;Thermobaculum
FJ891057.1.1364;Thermobaculum
FJ891049.1.1379;Thermobaculum
FJ891044.1.1376;Thermobaculum
FJ891052.1.1364;Thermobaculum
FJ936904.1.1498;Ferritrophicum
GQ405534.1.1524;Caldinitratiruptor
CP001825.814025.815517;Thermobaculum
FM209316.1.1485;Rufibacter
CP001825.1140248.1141740;Thermobaculum
FM253596.1.1522;Chthoniobacter
GU138383.1.1453;Verticia
FM253647.1.1316;Chthoniobacter
FM253614.1.1516;Chthoniobacter
FM253594.1.1518;Chthoniobacter
FM253675.1.1519;Chthoniobacter
FM253604.1.1520;Chthoniobacter
EF612344.1.1334;Nordella
EF660756.1.1453;Aliihoeflea
BD061302.1.1243;Dactylococcopsis PCC-8305
HP459622.147.1556;Commensalibacter
AX153780.1.1250;Nordella
HP459621.147.1556;Commensalibacter
BD356834.1.1250;Nordella
FM877557.1.1487;Chthoniobacter
EU096231.1.1450;Commensalibacter
AB054173.1.1447;Epulopiscium
AB062814.1.1415;Diplosphaera
DI124159.1.1250;Nordella
KF193152.1.1478;Verticia
KP318449.1.1472;Verticia
KF303587.1.1455;Rufibacter
EU326493.1.1342;Candidatus Fritschea
KF366095.1.1483;Commensalibacter
AB179503.1.1499;Polycyclovorans
AB179526.1.1501;Chthoniobacter
FN391827.1.1494;Ferritrophicum
FN421876.1.1409;Verticia
FN421909.1.1404;Verticia
FN421506.1.1407;Verticia
KF528722.1.1455;Actimicrobium
KF498709.1.1379;Dactylococcopsis PCC-8305
KF600232.1.1300;Commensalibacter
KF600239.1.1273;Commensalibacter
FN436157.1.1500;Dechlorobacter
KF600314.1.1304;Commensalibacter
AB240746.1.914;uncultured Cenarchaeum sp.
KF600237.1.1223;Commensalibacter
KF600295.1.1302;Commensalibacter
KF600300.1.1295;Commensalibacter
KF600236.1.1305;Commensalibacter
AB240525.1.1500;Ferritrophicum
KF600413.1.1204;Commensalibacter
KF600304.1.1282;Commensalibacter
KF600329.1.1303;Commensalibacter
KF600287.1.1307;Commensalibacter
KF600308.1.1301;Commensalibacter
KF600434.1.1296;Commensalibacter
KF600318.1.1301;Commensalibacter
KF600124.1.1264;Commensalibacter
